source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143518,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.","[{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Technical drawing"",""relevance"":""0.870015"",""dbpedia"":""http://dbpedia.org/resource/Technical_drawing"",""freebase"":""http://rdf.freebase.com/ns/m.0f9tj"",""yago"":""http://yago-knowledge.org/resource/Technical_drawing""},{""text"":""Plan"",""relevance"":""0.644805"",""dbpedia"":""http://dbpedia.org/resource/Plan_(drawing)"",""freebase"":""http://rdf.freebase.com/ns/m.02q2rhf""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143519,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.","[{""text"":""Triangle"",""relevance"":""0.981873"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Geometry"",""relevance"":""0.922187"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Pythagorean theorem"",""relevance"":""0.689432"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""},{""text"":""Congruence"",""relevance"":""0.629527"",""dbpedia"":""http://dbpedia.org/resource/Congruence_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09ssc"",""yago"":""http://yago-knowledge.org/resource/Congruence_(geometry)""},{""text"":""Polygon"",""relevance"":""0.581267"",""dbpedia"":""http://dbpedia.org/resource/Polygon"",""freebase"":""http://rdf.freebase.com/ns/m.05wpw"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjVXJwpEbGdrcN5Y29ycA""},{""text"":""Angle"",""relevance"":""0.52038"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Nine-point circle"",""relevance"":""0.5103"",""dbpedia"":""http://dbpedia.org/resource/Nine-point_circle"",""freebase"":""http://rdf.freebase.com/ns/m.015b_c"",""yago"":""http://yago-knowledge.org/resource/Nine-point_circle""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114351B,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,"[{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Circle"",""relevance"":""0.615825"",""dbpedia"":""http://dbpedia.org/resource/Circle"",""freebase"":""http://rdf.freebase.com/ns/m.01vkl"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rmSmWUM7yEdmAAAACs0uFOQ""},{""text"":""Pi"",""relevance"":""0.586845"",""dbpedia"":""http://dbpedia.org/resource/Pi"",""freebase"":""http://rdf.freebase.com/ns/m.05wjw""},{""text"":""Circumference"",""relevance"":""0.581859"",""dbpedia"":""http://dbpedia.org/resource/Circumference"",""freebase"":""http://rdf.freebase.com/ns/m.01sbv""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114351A,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114351C,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.","[{""text"":""Angle"",""relevance"":""0.981703"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Complementary angles"",""relevance"":""0.737072"",""dbpedia"":""http://dbpedia.org/resource/Complementary_angles"",""freebase"":""http://rdf.freebase.com/ns/m.02cj8x""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114351D,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.","[{""text"":""Square"",""relevance"":""0.973747"",""dbpedia"":""http://dbpedia.org/resource/Square_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.030jx3"",""yago"":""http://yago-knowledge.org/resource/Square_(geometry)""},{""text"":""Prism"",""relevance"":""0.940878"",""dbpedia"":""http://dbpedia.org/resource/Prism_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.01prcj""},{""text"":""Integral"",""relevance"":""0.899303"",""dbpedia"":""http://dbpedia.org/resource/Integral"",""freebase"":""http://rdf.freebase.com/ns/m.03_14""},{""text"":""Volume"",""relevance"":""0.867114"",""dbpedia"":""http://dbpedia.org/resource/Volume"",""freebase"":""http://rdf.freebase.com/ns/m.07zn0"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVju5JwpEbGdrcN5Y29ycA""},{""text"":""Rectangle"",""relevance"":""0.844374"",""dbpedia"":""http://dbpedia.org/resource/Rectangle"",""freebase"":""http://rdf.freebase.com/ns/m.0j62f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjUl5wpEbGdrcN5Y29ycA""},{""text"":""Angle"",""relevance"":""0.831463"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Area"",""relevance"":""0.81585"",""dbpedia"":""http://dbpedia.org/resource/Area"",""freebase"":""http://rdf.freebase.com/ns/m.0n0j"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjDAZwpEbGdrcN5Y29ycA""},{""text"":""Cone"",""relevance"":""0.73258"",""dbpedia"":""http://dbpedia.org/resource/Cone_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.03bzp0""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114353F,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.","[{""text"":""Spherical coordinate system"",""relevance"":""0.849832"",""dbpedia"":""http://dbpedia.org/resource/Spherical_coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.0773d"",""yago"":""http://yago-knowledge.org/resource/Spherical_coordinate_system""},{""text"":""Polar coordinate system"",""relevance"":""0.80654"",""dbpedia"":""http://dbpedia.org/resource/Polar_coordinate_system"",""freebase"":""http://rdf.freebase.com/ns/m.068sn"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv0y055wpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Polar_coordinate_system""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143540,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114353D,"Verify experimentally the properties of rotations, reflections, and translations:",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114353E,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.","[{""text"":""Figure"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Figure""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143541,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles.","[{""text"":""Congruence"",""relevance"":""0.88435"",""dbpedia"":""http://dbpedia.org/resource/Congruence_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09ssc"",""yago"":""http://yago-knowledge.org/resource/Congruence_(geometry)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143545,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,"[{""text"":""Pythagorean theorem"",""relevance"":""0.975075"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""},{""text"":""Mathematics"",""relevance"":""0.916735"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Right triangle"",""relevance"":""0.811811"",""dbpedia"":""http://dbpedia.org/resource/Right_triangle"",""freebase"":""http://rdf.freebase.com/ns/m.05pd8z2""},{""text"":""Triangle"",""relevance"":""0.779673"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Hypotenuse"",""relevance"":""0.718196"",""dbpedia"":""http://dbpedia.org/resource/Hypotenuse"",""freebase"":""http://rdf.freebase.com/ns/m.025sbzr""},{""text"":""Geometry"",""relevance"":""0.662584"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Law of cosines"",""relevance"":""0.648"",""dbpedia"":""http://dbpedia.org/resource/Law_of_cosines"",""freebase"":""http://rdf.freebase.com/ns/m.0dksp""},{""text"":""Triangles"",""relevance"":""0.646231"",""dbpedia"":""http://dbpedia.org/resource/Triangles""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143546,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,"[{""text"":""Geometry"",""relevance"":""0.982517"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Pythagorean theorem"",""relevance"":""0.934192"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""},{""text"":""Mathematics"",""relevance"":""0.767057"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Theorem"",""relevance"":""0.711219"",""dbpedia"":""http://dbpedia.org/resource/Theorem"",""freebase"":""http://rdf.freebase.com/ns/m.07m71""},{""text"":""Euclidean distance"",""relevance"":""0.689939"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_distance"",""freebase"":""http://rdf.freebase.com/ns/m.0f3f9""},{""text"":""Mathematical proof"",""relevance"":""0.676639"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_proof"",""freebase"":""http://rdf.freebase.com/ns/m.0l46k""},{""text"":""Pythagorean triple"",""relevance"":""0.66766"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_triple"",""freebase"":""http://rdf.freebase.com/ns/m.060zd"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_triple""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143547,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143544,Explain a proof of the Pythagorean Theorem and its converse.,"[{""text"":""Pythagorean theorem"",""relevance"":""0.982481"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""},{""text"":""Mathematics"",""relevance"":""0.844699"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Theorem"",""relevance"":""0.780044"",""dbpedia"":""http://dbpedia.org/resource/Theorem"",""freebase"":""http://rdf.freebase.com/ns/m.07m71""},{""text"":""Mathematical proof"",""relevance"":""0.748649"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_proof"",""freebase"":""http://rdf.freebase.com/ns/m.0l46k""},{""text"":""Pythagorean triple"",""relevance"":""0.606165"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_triple"",""freebase"":""http://rdf.freebase.com/ns/m.060zd"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_triple""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143483,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.,"[{""text"":""Part"",""relevance"":""0.9044"",""dbpedia"":""http://dbpedia.org/resource/Part""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143484,Understand a fraction as a number on the number line; represent fractions on a number line diagram.,"[{""text"":""Number"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Fraction"",""relevance"":""0.886376"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Numbers"",""relevance"":""0.647763"",""dbpedia"":""http://dbpedia.org/resource/Numbers""},{""text"":""Fraction"",""relevance"":""0.627417"",""dbpedia"":""http://dbpedia.org/resource/Fraction""},{""text"":""Fractions"",""relevance"":""0.615825"",""dbpedia"":""http://dbpedia.org/resource/Fractions""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143485,"Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.","[{""text"":""Inductive reasoning"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Inductive_reasoning"",""freebase"":""http://rdf.freebase.com/ns/m.0230nq""},{""text"":""Scientific method"",""relevance"":""0.86184"",""dbpedia"":""http://dbpedia.org/resource/Scientific_method"",""freebase"":""http://rdf.freebase.com/ns/m.06nqd""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434A5,"Explain why a fraction a/b is equivalent to a fraction (n ï¿½ï¿½ a)/(n ï¿½ï¿½ b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.","[{""text"":""Number"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Fraction"",""relevance"":""0.886376"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Fraction"",""relevance"":""0.873824"",""dbpedia"":""http://dbpedia.org/resource/Fraction""},{""text"":""Numbers"",""relevance"":""0.647763"",""dbpedia"":""http://dbpedia.org/resource/Numbers""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434A6,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model.","[{""text"":""Fractions"",""relevance"":""0.980795"",""dbpedia"":""http://dbpedia.org/resource/Fractions""},{""text"":""Fraction"",""relevance"":""0.781242"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Comparison"",""relevance"":""0.767197"",""dbpedia"":""http://dbpedia.org/resource/Comparison""},{""text"":""Comparisons"",""relevance"":""0.734426"",""dbpedia"":""http://dbpedia.org/resource/Comparisons""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434A7,Understand a fraction a/b with a > 1 as a sum of fractions 1/b.,"[{""text"":""Fraction"",""relevance"":""0.934722"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Egyptian fraction"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Egyptian_fraction"",""freebase"":""http://rdf.freebase.com/ns/m.01xjxx""},{""text"":""Mathematical notation"",""relevance"":""0.880275"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_notation"",""freebase"":""http://rdf.freebase.com/ns/m.01pgxd"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r_oqmUM30EdmAAAACs6hRjg""},{""text"":""Summation"",""relevance"":""0.644805"",""dbpedia"":""http://dbpedia.org/resource/Summation"",""freebase"":""http://rdf.freebase.com/ns/m.01km84""},{""text"":""Fraction"",""relevance"":""0.627417"",""dbpedia"":""http://dbpedia.org/resource/Fraction""},{""text"":""Fractions"",""relevance"":""0.615825"",""dbpedia"":""http://dbpedia.org/resource/Fractions""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434A9,"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.","[{""text"":""Fraction"",""relevance"":""0.949819"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Fractions"",""relevance"":""0.909247"",""dbpedia"":""http://dbpedia.org/resource/Fractions""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434AB,"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model.","[{""text"":""Comparison"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Comparison""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434A8,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.,"[{""text"":""Natural number"",""relevance"":""0.922399"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Elementary arithmetic"",""relevance"":""0.76545"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Division"",""relevance"":""0.744527"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Real number"",""relevance"":""0.73787"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Factorization"",""relevance"":""0.590825"",""dbpedia"":""http://dbpedia.org/resource/Factorization"",""freebase"":""http://rdf.freebase.com/ns/m.0l4h0""},{""text"":""Multiplication"",""relevance"":""0.5607"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""},{""text"":""Mathematical notation"",""relevance"":""0.536682"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_notation"",""freebase"":""http://rdf.freebase.com/ns/m.01pgxd"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r_oqmUM30EdmAAAACs6hRjg""},{""text"":""Number"",""relevance"":""0.5355"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434AA,Use decimal notation for fractions with denominators 10 or 100.,"[{""text"":""Decimal"",""relevance"":""0.942966"",""dbpedia"":""http://dbpedia.org/resource/Decimal"",""freebase"":""http://rdf.freebase.com/ns/m.0291n""},{""text"":""Roman numerals"",""relevance"":""0.886254"",""dbpedia"":""http://dbpedia.org/resource/Roman_numerals"",""freebase"":""http://rdf.freebase.com/ns/m.06dk0"",""yago"":""http://yago-knowledge.org/resource/Roman_numerals""},{""text"":""10"",""relevance"":""0.869301"",""dbpedia"":""http://dbpedia.org/resource/10_(number)"",""freebase"":""http://rdf.freebase.com/ns/m.01dkcp"",""yago"":""http://yago-knowledge.org/resource/10_(number)""},{""text"":""Number"",""relevance"":""0.789165"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Fractions"",""relevance"":""0.738065"",""dbpedia"":""http://dbpedia.org/resource/Fractions""},{""text"":""Elementary arithmetic"",""relevance"":""0.707665"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Exponentiation"",""relevance"":""0.683251"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434F5,Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators.,"[{""text"":""Elementary arithmetic"",""relevance"":""0.972"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Number"",""relevance"":""0.7386"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Addition"",""relevance"":""0.654254"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""Numbers"",""relevance"":""0.595065"",""dbpedia"":""http://dbpedia.org/resource/Numbers""},{""text"":""Arithmetic"",""relevance"":""0.592351"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Mathematical notation"",""relevance"":""0.548954"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_notation"",""freebase"":""http://rdf.freebase.com/ns/m.01pgxd"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r_oqmUM30EdmAAAACs6hRjg""},{""text"":""Fraction"",""relevance"":""0.5196"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Fractions"",""relevance"":""0.51"",""dbpedia"":""http://dbpedia.org/resource/Fractions""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434F8,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,"[{""text"":""Natural number"",""relevance"":""0.922399"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Elementary arithmetic"",""relevance"":""0.76545"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Division"",""relevance"":""0.744527"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Real number"",""relevance"":""0.73787"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Factorization"",""relevance"":""0.590825"",""dbpedia"":""http://dbpedia.org/resource/Factorization"",""freebase"":""http://rdf.freebase.com/ns/m.0l4h0""},{""text"":""Multiplication"",""relevance"":""0.5607"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""},{""text"":""Mathematical notation"",""relevance"":""0.536682"",""dbpedia"":""http://dbpedia.org/resource/Mathematical_notation"",""freebase"":""http://rdf.freebase.com/ns/m.01pgxd"",""opencyc"":""http://sw.opencyc.org/concept/Mx4r_oqmUM30EdmAAAACs6hRjg""},{""text"":""Number"",""relevance"":""0.5355"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434F6,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions to estimate mentally and assess the reasonableness of answers.","[{""text"":""Elementary arithmetic"",""relevance"":""0.956258"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Mathematics"",""relevance"":""0.892348"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Fractions"",""relevance"":""0.7626"",""dbpedia"":""http://dbpedia.org/resource/Fractions""},{""text"":""Problem solving"",""relevance"":""0.7578"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Number"",""relevance"":""0.753"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Fraction"",""relevance"":""0.734059"",""dbpedia"":""http://dbpedia.org/resource/Fraction_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.05pv68"",""yago"":""http://yago-knowledge.org/resource/Fraction_(mathematics)""},{""text"":""Numbers"",""relevance"":""0.536449"",""dbpedia"":""http://dbpedia.org/resource/Numbers""},{""text"":""Problem"",""relevance"":""0.534"",""dbpedia"":""http://dbpedia.org/resource/Problem"",""freebase"":""http://rdf.freebase.com/ns/m.02w2kh""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434F9,"Interpret multiplication as scaling (resizing), by:",[],,,,,,
